0;1469531710;25.000000;25.000000;1.000000;0.656133;2;
0;1469531767;25.000000;25.000000;0.750000;0.373604;1;
0;1469531813;25.000000;25.000000;0.500000;0.184404;1;
0;1469531877;25.000000;10.000000;1.000000;0.648896;1;
0;1469531916;25.000000;10.000000;0.750000;0.381910;1;
0;1469531952;25.000000;10.000000;0.500000;0.185509;1;
0;1469532023;25.000000;5.000000;1.000000;0.645791;1;
0;1469532067;25.000000;5.000000;0.750000;0.376761;1;
0;1469532107;25.000000;5.000000;0.500000;0.213628;1;
0;1469532167;25.000000;5.000000;0.300000;0.130091;1;
0;1469532208;25.000000;5.000000;0.400000;0.160037;1;
0;1469532247;25.000000;5.000000;0.450000;0.193084;2;
